Id,Time[ns],mbi5264: row1,mbi5264: row2
41655,618699120.00,01,129E
41656,618708330.00,01,129E
41657,618717550.00,01,129E
41658,618726770.00,01,129E
41659,618735980.00,01,129F
41660,618745200.00,01,129E
41661,618747820.00,00,784A
41662,618754410.00,01,129E
41663,618755790.00,00,01
41664,618763630.00,01,129E
41665,618771720.00,00,E129
41666,618772850.00,01,129E
41667,618782090.00,01,129E
41668,618791310.00,01,129E
41669,618800530.00,01,129E
41670,618809750.00,01,129E
41671,618811570.00,00,129
41672,618818960.00,01,129E
41673,618827500.00,00,29E1
41674,618828180.00,01,129E
41675,618837390.00,01,129E
41676,618846610.00,01,129E
41677,618855830.00,01,12DE
41678,618865040.00,01,129F
41679,618874260.00,01,129E
41680,618883470.00,01,129E
41681,618892690.00,01,129E
41682,618901910.00,01,129E
41683,618911120.00,01,129F
41684,618920340.00,01,129E
41685,618929530.00,01,129E
41686,618931180.00,00,25
41687,618938750.00,01,253C
41688,618947970.00,01,253C
41689,618957180.00,01,129E
41690,618966400.00,01,253C
41691,618975610.00,01,129E
41692,618984830.00,01,253C
41693,618994050.00,01,253C
41694,619003260.00,01,129E
41695,619012480.00,01,129E
41696,619021690.00,01,129E
41697,619030910.00,01,4A7E
41698,619040130.00,01,253C
41699,619049350.00,01,253C
41700,619058560.00,01,129E
41701,619067780.00,01,253C
41702,619077030.00,01,253C
41703,619086240.00,01,129E
41704,619095460.00,01,353C
41705,619104670.00,01,129E
41706,619113890.00,01,129E
41707,619123110.00,01,253C
41708,619132320.00,01,129E
41709,619141540.00,01,129E
41710,619150760.00,01,973C
41711,619159970.00,01,129E
41712,619169190.00,01,253C
41713,619178410.00,01,253C
41714,619187620.00,01,129E
41715,619196840.00,01,253C
41716,619198200.00,01,01
41717,619206050.00,01,129E
41718,619214140.00,01,E129
41719,619215270.00,01,253C
41720,619224460.00,01,129E
41721,619233680.00,01,129E
41722,619242900.00,01,129E
41723,619252110.00,01,129E
41724,619261330.00,01,129E
41725,619270550.00,01,129E
41726,619279760.00,01,129E
41727,619288980.00,01,129E
41728,619298190.00,01,4B1E
41729,619307410.00,01,129F
41730,619316630.00,01,129E
41731,619325840.00,01,129F
41732,619335060.00,01,129E
41733,619344270.00,01,129E
41734,619353490.00,01,129E
41735,619362710.00,01,129E
41736,619371960.00,01,129E
41737,619381170.00,01,129E
41738,619390390.00,01,929E
41739,619399610.00,01,129E
41740,619408820.00,01,129E
41741,619418040.00,01,129E
41742,619427250.00,01,129E
41743,619436470.00,01,129E
41744,619445690.00,01,42DE
41745,619454900.00,01,129E
41746,619464120.00,01,129E
41747,619473340.00,01,129E
41748,619482550.00,01,129E
41749,619491770.00,01,129E
41750,619500990.00,01,129E
41751,619510200.00,01,129E
41752,619519390.00,01,129E
41753,619524990.00,00,129E
41754,619528610.00,01,253C
41755,619537830.00,01,353C
41756,619547040.00,01,129E
41757,619556260.00,01,253C
41758,619565470.00,01,129E
41759,619574690.00,01,129E
41760,619583910.00,01,253C
41761,619592720.00,00,3C25
41762,619593120.00,01,129E
41763,619602340.00,01,129E
41764,619611560.00,01,253C
41765,619620770.00,01,253C
41766,619628580.00,00,CF09
41767,619629990.00,01,253C
41768,619639210.00,01,253C
41769,619644600.00,01,E129
41770,619648420.00,01,129E
41771,619657640.00,01,253C
41772,619664520.00,01,4F89
41773,619666830.00,01,129E
41774,619676050.00,01,129E
41775,619680460.00,00,784A
41776,619685260.00,01,529E
41777,619688430.00,00,29E1
41778,619694480.00,01,129E
41779,619703700.00,01,129E
41780,619712910.00,01,129E
41781,619720300.00,01,129E
41782,619722130.00,01,129E
41783,619731350.00,01,129E
41784,619740560.00,01,129E
41785,619749780.00,01,129E
41786,619758990.00,01,129E
41787,619768210.00,01,129F
41788,619777430.00,01,129E
41789,619786640.00,01,129E
41790,619795860.00,01,129E
41791,619805080.00,01,129E
41792,619814330.00,01,129E
41793,619823540.00,01,129E
41794,619832760.00,01,129E
41795,619841970.00,01,129E
41796,619851190.00,01,129E
41797,619860410.00,01,129E
41798,619863730.00,00,4F89
41799,619869620.00,01,129F
41800,619878840.00,01,129E
41801,619888050.00,01,129E
41802,619897270.00,01,129E
41803,619906490.00,01,129E
41804,619915710.00,01,129F
41805,619924920.00,01,129E
41806,619934140.00,01,129E
41807,619943350.00,01,129E
41808,619952570.00,01,129E
41809,619955450.00,00,94F
41810,619961760.00,01,129E
41811,619970980.00,01,253C
41812,619980190.00,01,129E
41813,619989410.00,01,253C
41814,619998630.00,01,253C
41815,620007840.00,01,129E
41816,620017060.00,01,129E
41817,620026270.00,01,129E
41818,620035490.00,01,121E
41819,620044710.00,01,129E
41820,620053920.00,01,129E
41821,620059040.00,00,4F09
41822,620063140.00,01,129E
41823,620072360.00,01,253C
41824,620081570.00,01,129E
41825,620090790.00,01,129E
41826,620100010.00,01,253C
41827,620109250.00,01,129E
41828,620118470.00,01,253C
41829,620127690.00,01,253C
41830,620136900.00,01,129E
41831,620146120.00,01,129E
41832,620155340.00,01,253C
41833,620162720.00,00,94F
41834,620164550.00,01,129E
41835,620173770.00,01,253C
41836,620182990.00,01,129E
41837,620192200.00,01,129E
41838,620201420.00,01,253C
41839,620206540.00,00,4F09
41840,620210630.00,01,4A7E
41841,620219850.00,01,253C
41842,620229070.00,01,253C
41843,620238280.00,01,129E
41844,620247500.00,01,253C
41845,620256690.00,01,129E
41846,620265910.00,01,129E
41847,620275130.00,01,129E
41848,620284340.00,01,129E
41849,620293560.00,01,129E
41850,620302770.00,01,169E
41851,620311990.00,01,129F
41852,620321210.00,01,129E
41853,620330420.00,01,12DE
41854,620339640.00,01,129E
41855,620348850.00,01,129E
41856,620358070.00,01,129E
41857,620367290.00,01,129E
41858,620376510.00,01,129E
41859,620385720.00,01,129E
41860,620394940.00,01,129E
41861,620404190.00,01,129E
41862,620413400.00,01,129E
41863,620422620.00,01,129E
41864,620431830.00,01,129E
41865,620441050.00,01,129F
41866,620450270.00,01,16DE
41867,620459480.00,01,129E
41868,620468700.00,01,129E
41869,620477920.00,01,129E
41870,620487130.00,01,129E
41871,620496350.00,01,129E
41872,620505570.00,01,129E
41873,620514780.00,01,129E
41874,620524000.00,01,129E
41875,620525360.00,00,01
41876,620533210.00,01,129E
41877,620541300.00,00,E129
41878,620542430.00,01,129F
41879,620551620.00,01,129E
41880,620560840.00,01,253C
41881,620570050.00,01,129E
41882,620579270.00,01,129E
41883,620588490.00,01,253C
41884,620597700.00,01,129E
41885,620606920.00,01,129E
41886,620616130.00,01,129E
41887,620625350.00,01,253C
41888,620634570.00,01,253C
41889,620643790.00,01,253C
41890,620653000.00,01,253C
41891,620662220.00,01,353C
41892,620671430.00,01,129E
41893,620680650.00,01,253C
41894,620689870.00,01,253C
41895,620699060.00,01,129E
41896,620708280.00,01,129E
41897,620717490.00,01,129E
41898,620726710.00,01,129E
41899,620735930.00,01,129E
41900,620745140.00,01,129E
41901,620754360.00,01,129E
41902,620763570.00,01,129E
41903,620772790.00,01,129F
41904,620782010.00,01,129E
41905,620791220.00,01,129E
41906,620800440.00,01,129E
41907,620809650.00,01,129E
41908,620818870.00,01,129E
41909,620828090.00,01,129E
41910,620837310.00,01,129E
41911,620846550.00,01,129E
41912,620852150.00,00,129F
41913,620855770.00,01,129E
41914,620864100.00,00,129E
41915,620864990.00,01,129E
41916,620874200.00,01,129F
41917,620883420.00,01,129E
41918,620892630.00,01,129E
41919,620901850.00,01,129E
41920,620911070.00,01,129E
41921,620920290.00,01,129F
41922,620929500.00,01,129E
41923,620938720.00,01,129E
41924,620947930.00,01,129E
41925,620957150.00,01,129E
41926,620966370.00,01,129E
41927,620971760.00,00,E129
41928,620975580.00,01,129E
41929,620984800.00,01,129E
41930,620991680.00,00,4F09
41931,620993990.00,01,253C
41932,621003210.00,01,353C
41933,621012420.00,01,129E
41934,621021640.00,01,253C
41935,621030850.00,01,129E
41936,621040070.00,01,1A9E
41937,621049290.00,01,253C
41938,621058500.00,01,129E
41939,621067720.00,01,4A1E
41940,621076940.00,01,253C
41941,621086150.00,01,129E
41942,621095370.00,01,253C
41943,621104590.00,01,253C
41944,621113800.00,01,129E
41945,621123020.00,01,253C
41946,621132230.00,01,129E
41947,621141480.00,01,129E
41948,621150700.00,01,129E
41949,621159910.00,01,129E
41950,621169130.00,01,129E
41951,621178350.00,01,253C
41952,621187570.00,01,2D3C
41953,621196780.00,01,129E
41954,621206000.00,01,253C
41955,621215210.00,01,12BE
41956,621224430.00,01,253C
41957,621233650.00,01,253C
41958,621242860.00,01,129E
41959,621252080.00,01,253C
41960,621261290.00,01,129E
41961,621270510.00,01,253C
41962,621274640.00,00,53C2
41963,621279730.00,01,253C
41964,621288920.00,01,129E
41965,621298140.00,01,129E
41966,621307350.00,01,129E
41967,621316570.00,01,129E
41968,621325790.00,01,129E
41969,621335000.00,01,169F
41970,621344220.00,01,129E
41971,621353430.00,01,129E
41972,621362650.00,01,129E
41973,621371870.00,01,129E
41974,621381080.00,01,129E
41975,621390300.00,01,129E
41976,621399520.00,01,129E
41977,621408730.00,01,129E
41978,621410110.00,00,01
41979,621417950.00,01,129E
41980,621426040.00,00,E129
41981,621427170.00,01,129E
41982,621436410.00,01,129E
41983,621445630.00,01,139F
41984,621454850.00,01,529E
41985,621458000.00,00,29F1
41986,621464060.00,01,129E
41987,621473280.00,01,129E
41988,621482490.00,01,169E
41989,621491710.00,01,129E
41990,621500930.00,01,129E
41991,621510150.00,01,129E
41992,621519360.00,01,129E
41993,621528580.00,01,129E
41994,621537790.00,01,129F
41995,621547010.00,01,129E
41996,621556230.00,01,129E
41997,621565440.00,01,129F
41998,621574660.00,01,129E
41999,621583850.00,01,253C
42000,621593070.00,01,253C
42001,621602280.00,01,129E
42002,621611500.00,01,129E
42003,621620710.00,01,129E
42004,621629930.00,01,129E
42005,621639150.00,01,253C
42006,621648370.00,01,253C
42007,621657580.00,01,129E
42008,621666800.00,01,253C
42009,621676010.00,01,129E
42010,621685230.00,01,253C
42011,621694450.00,01,253C
42012,621703660.00,01,129E
42013,621705110.00,00,02
42014,621712880.00,01,129E
42015,621713080.00,00,94F0
42016,621722090.00,01,129E
42017,621725030.00,00,129E
42018,621731290.00,01,129E
42019,621740510.00,01,129E
42020,621749720.00,01,129E
42021,621758940.00,01,129E
42022,621768150.00,01,129E
42023,621777370.00,01,139E
42024,621786590.00,01,129E
42025,621795800.00,01,129E
42026,621805020.00,01,139E
42027,621814230.00,01,129E
42028,621823450.00,01,129E
42029,621832670.00,01,129E
42030,621841890.00,01,129E
42031,621851100.00,01,129E
42032,621860320.00,01,129E
42033,621869530.00,01,129E
42034,621878780.00,01,129E
42035,621888000.00,01,129E
42036,621897210.00,01,129E
42037,621906430.00,01,129E
42038,621912280.00,00,29F1
42039,621915650.00,01,129E
42040,621924860.00,01,129E
42041,621934080.00,01,129E
42042,621943290.00,01,129E
42043,621952510.00,01,129E
42044,621961730.00,01,129E
42045,621970950.00,01,129E
42046,621980160.00,01,129E
42047,621989380.00,01,129E
42048,621998590.00,01,129E
42049,622007810.00,01,129F
42050,622017030.00,01,129E
42051,622026220.00,01,253C
42052,622035430.00,01,129E
42053,622044650.00,01,529E
42054,622053870.00,01,253C
42055,622063080.00,01,129E
42056,622072300.00,01,1A9E
42057,622081520.00,01,253C
42058,622090730.00,01,129E
42059,622099950.00,01,257C
42060,622109170.00,01,253C
42061,622118380.00,01,129E
42062,622127600.00,01,129E
42063,622136810.00,01,129E
42064,622146030.00,01,129E
42065,622155250.00,01,129E
42066,622164460.00,01,129E
42067,622173710.00,01,129E
42068,622179310.00,00,129E
42069,622182930.00,01,253C
42070,622191260.00,01,253D
42071,622192150.00,01,253C
42072,622201360.00,01,129E
42073,622210580.00,01,253C
42074,622219790.00,01,469E
42075,622229010.00,01,253C
42076,622238230.00,01,253C
42077,622247440.00,01,12BE
42078,622256660.00,01,253C
42079,622265870.00,01,129E
42080,622275090.00,01,129E
42081,622284310.00,01,253C
42082,622293520.00,01,129E
42083,622298920.00,01,E129
42084,622302740.00,01,253C
42085,622311960.00,01,253C
42086,622321150.00,01,129E
42087,622330370.00,01,129E
42088,622339580.00,01,529F
42089,622342750.00,00,29E1
42090,622348800.00,01,129E
42091,622358010.00,01,129E
42092,622367230.00,01,129E
42093,622374620.00,00,129F
42094,622376450.00,01,129E
42095,622385660.00,01,129E
42096,622394880.00,01,129E
42097,622404100.00,01,129E
42098,622413310.00,01,129E
42099,622422530.00,01,129E
42100,622431750.00,01,129E
42101,622440960.00,01,129E
42102,622450180.00,01,129E
42103,622459390.00,01,129E
42104,622468640.00,01,129F
42105,622477860.00,01,129E
42106,622487070.00,01,529E
42107,622496290.00,01,129E
42108,622505510.00,01,129E
42109,622514730.00,01,129E
42110,622523940.00,01,129E
42111,622533160.00,01,129E
42112,622542370.00,01,129E
42113,622550010.00,00,29E1
42114,622551590.00,01,129E
42115,622560810.00,01,129E
42116,622570020.00,01,129F
42117,622579240.00,01,129E
42118,622588450.00,01,129E
42119,622597670.00,01,129E
42120,622606890.00,01,129E
42121,622609770.00,00,94F
42122,622616080.00,01,129E
42123,622625290.00,01,129E
42124,622634510.00,01,129E
42125,622643730.00,01,253C
42126,622652950.00,01,253C
42127,622662160.00,01,499E
42128,622671380.00,01,253C
42129,622680590.00,01,129E
42130,622689810.00,01,121E
42131,622699030.00,01,253C
42132,622708240.00,01,129E
42133,622717460.00,01,129E
42134,622726670.00,01,129E
42135,622735890.00,01,129E
42136,622745110.00,01,129E
42137,622745320.00,00,53C0
42138,622754330.00,01,253C
42139,622763520.00,01,129E
42140,622765240.00,00,4A
42141,622772730.00,01,129E
42142,622781950.00,01,129E
42143,622789150.00,00,E129
42144,622791170.00,01,129E
42145,622800380.00,01,129E
42146,622805080.00,01,129E
42147,622809600.00,01,129E
42148,622818810.00,01,129E
42149,622828030.00,01,129E
42150,622837250.00,01,12FE
42151,622846470.00,01,129E
42152,622855680.00,01,129E
42153,622864900.00,03,4A7C
42154,622874110.00,01,129E
42155,622883330.00,01,129E
42156,622892550.00,01,129E
42157,622901760.00,01,129F
42158,622911010.00,01,129E
42159,622920230.00,01,129E
42160,622929440.00,01,129E
42161,622938660.00,01,129E
42162,622947870.00,01,129E
42163,622957090.00,01,169E
42164,622966310.00,01,129E
42165,622972510.00,00,784A
42166,622975530.00,01,129E
42167,622984740.00,01,129E
42168,622993960.00,01,129E
42169,623003170.00,01,129E
42170,623012390.00,01,129F
42171,623021610.00,01,129E
42172,623030820.00,01,129E
42173,623040040.00,01,129E
42174,623049250.00,01,129E
42175,623058450.00,01,253C
42176,623067660.00,01,129E
42177,623076880.00,01,129E
42178,623086090.00,01,129E
42179,623095310.00,01,129E
42180,623104530.00,01,9D3C
42181,623107970.00,00,3C25
42182,623113750.00,01,253C
42183,623122960.00,01,129E
42184,623132180.00,01,257C
42185,623141390.00,01,129E
42186,623143830.00,00,4F09
42187,623150610.00,01,129E
42188,623159830.00,01,129E
42189,623169040.00,01,129E
42190,623178260.00,01,129E
42191,623187470.00,01,129E
42192,623196690.00,01,129E
42193,623205940.00,01,129E
42194,623215160.00,01,253C
42195,623224370.00,01,129E
42196,623231560.00,01,E129
42197,623233590.00,01,253C
42198,623242810.00,01,253C
42199,623247500.00,00,94F
42200,623252020.00,01,129E
42201,623261240.00,01,253C
42202,623270450.00,01,129E
42203,623279670.00,01,253C
42204,623288890.00,01,253C
42205,623291330.00,00,4F09
42206,623298100.00,01,129E
42207,623307320.00,01,253C
42208,623316540.00,01,253C
42209,623325750.00,01,129E
42210,623334970.00,01,253C
42211,623344190.00,01,253C
42212,623353380.00,01,129E
42213,623362590.00,01,129E
42214,623371810.00,01,129E
42215,623381030.00,01,129E
42216,623390240.00,01,129E
42217,623399460.00,01,129E
42218,623408670.00,01,129E
42219,623417890.00,01,129E
42220,623427110.00,01,129E
42221,623436330.00,01,129E
42222,623445540.00,01,129E
42223,623454760.00,01,4A7E
42224,623463970.00,01,129E
42225,623473190.00,01,129F
42226,623482410.00,01,129E
42227,623491620.00,01,129E
42228,623500870.00,01,129E
42229,623510090.00,01,129E
42230,623519310.00,01,129E
42231,623528520.00,01,129E
42232,623537740.00,01,129E
42233,623546950.00,01,139E
42234,623556170.00,01,129E
42235,623565390.00,01,129E
42236,623574600.00,01,129F
42237,623583820.00,01,129E
42238,623593030.00,01,129E
42239,623602250.00,01,129E
42240,623611470.00,01,129E
42241,623620680.00,01,129E
42242,623626080.00,00,E129
42243,623629900.00,01,129E
42244,623639120.00,01,129E
42245,623646000.00,00,4F09
42246,623648310.00,01,253C
42247,623657530.00,01,253C
42248,623666740.00,01,129E
42249,623675960.00,01,253C
42250,623685170.00,01,129E
42251,623694390.00,01,1E9E
42252,623703610.00,01,253C
42253,623712820.00,01,129E
42254,623722040.00,01,4A1E
42255,623731250.00,01,129E
42256,623740470.00,01,129E
42257,623749690.00,01,129E
42258,623758910.00,01,253C
42259,623768120.00,01,129E
42260,623777340.00,01,253C
42261,623786550.00,01,129E
42262,623795750.00,01,129E
42263,623804960.00,01,129F
42264,623814180.00,01,339E
42265,623823390.00,01,129E
42266,623832610.00,01,129E
42267,623841830.00,01,129E
42268,623851050.00,01,129E
42269,623857250.00,00,784A
42270,623860260.00,01,129E
42271,623869480.00,01,4A3E
42272,623878690.00,01,129E
42273,623887910.00,01,129E
42274,623897130.00,01,129F
42275,623906340.00,01,129E
42276,623915560.00,01,129E
42277,623924770.00,01,129E
42278,623933990.00,01,129E
42279,623936930.00,00,129F
42280,623943240.00,01,129E
42281,623952450.00,01,129E
42282,623961670.00,01,129E
42283,623970890.00,01,129E
42284,623980110.00,01,129E
42285,623989320.00,01,129E
42286,623998540.00,01,129E
42287,624007750.00,01,129E
42288,624016970.00,01,4A7E
42289,624026190.00,01,129E
42290,624035400.00,01,129F
42291,624044620.00,01,129E
42292,624053830.00,01,129E
42293,624056550.00,00,F129
42294,624063050.00,01,129E
42295,624072270.00,01,129E
42296,624081480.00,01,129E
42297,624090670.00,01,129E
42298,624099890.00,01,129E
42299,624109110.00,01,253C
42300,624118330.00,01,253C
42301,624127540.00,01,129E
42302,624132240.00,00,94F
42303,624136760.00,01,129E
42304,624145970.00,01,129E
42305,624155190.00,01,253C
42306,624164410.00,01,129E
42307,624173620.00,01,129E
42308,624182840.00,01,129E
42309,624192050.00,01,253C
42310,624201270.00,01,129E
42311,624210490.00,01,253C
42312,624211930.00,00,02
42313,624219710.00,01,253C
42314,624228920.00,01,129E
42315,624231850.00,00,94F
42316,624238170.00,01,253C
42317,624247390.00,01,253C
42318,624256600.00,01,129E
42319,624265820.00,01,253C
42320,624275030.00,01,129E
42321,624284250.00,01,129E
42322,624293470.00,01,253C
42323,624302680.00,01,129E
42324,624311900.00,01,129E
42325,624321110.00,01,129E
42326,624330330.00,01,129E
42327,624339550.00,01,253C
42328,624348770.00,01,253C
42329,624357980.00,01,129E
42330,624359430.00,00,02
42331,624367200.00,01,129E
42332,624376410.00,01,129E
42333,624379350.00,00,129E
42334,624385610.00,01,129E
42335,624394820.00,01,129E
42336,624404040.00,01,129E
42337,624413250.00,01,129E
42338,624422470.00,01,129E
42339,624431690.00,01,129E
42340,624440910.00,01,129E
42341,624450120.00,01,129E
42342,624459340.00,01,129E
42343,624468550.00,01,129E
42344,624470980.00,01,4F89
42345,624477770.00,01,139F
42346,624486990.00,01,4A7E
42347,624496200.00,01,129E
42348,624505420.00,01,129E
42349,624514630.00,01,129E
42350,624523850.00,01,139E
42351,624533100.00,01,129E
42352,624534820.00,00,4A
42353,624542320.00,01,129E
42354,624551530.00,01,129E
42355,624558720.00,00,E129
42356,624560750.00,01,129E
42357,624569970.00,01,129E
42358,624579180.00,01,129E
42359,624588400.00,01,129E
42360,624597610.00,01,129E
42361,624606830.00,01,12BE
42362,624616050.00,01,129E
42363,624625260.00,01,129E
42364,624634480.00,01,129E
42365,624643700.00,01,129E
42366,624652910.00,01,129E
42367,624662130.00,01,129E
42368,624671350.00,01,129E
42369,624680540.00,01,253C
42370,624689750.00,01,129E
42371,624698970.00,01,A53C
42372,624708190.00,01,253C
42373,624717400.00,01,129E
42374,624726620.00,01,353C
42375,624735830.00,01,129E
42376,624745050.00,01,253C
42377,624754270.00,01,253C
42378,624763480.00,01,129E
42379,624769970.00,00,94F
42380,624772700.00,01,129E
42381,624781920.00,02,253D
42382,624791130.00,01,129E
42383,624800350.00,01,253C
42384,624809570.00,01,253C
42385,624818780.00,01,129E
42386,624828030.00,01,253C
42387,624837250.00,01,253C
42388,624846460.00,01,529E
42389,624855680.00,01,129E
42390,624861600.00,00,53C2
42391,624864890.00,01,129E
42392,624874110.00,01,9D3C
42393,624883330.00,01,253C
42394,624892550.00,01,253C
42395,624901760.00,01,257C
42396,624910980.00,01,253C
42397,624920190.00,01,129E
42398,624929410.00,01,129E
42399,624938630.00,01,253C
42400,624947840.00,01,129E
42401,624957060.00,01,253C
42402,624966270.00,01,129E
42403,624975470.00,01,129E
42404,624984690.00,01,129E
42405,624993900.00,01,529E
42406,624997060.00,00,29E1
42407,625003120.00,01,129E
42408,625012330.00,01,129E
42409,625021550.00,01,139E
42410,625030770.00,01,129E
42411,625039980.00,01,129F
42412,625049200.00,01,139E
42413,625058410.00,01,129E
42414,625067630.00,01,129E
42415,625076850.00,01,129E
42416,625086060.00,01,129E
42417,625095280.00,01,129E
42418,625104500.00,01,129E
42419,625113710.00,01,129E
42420,625122960.00,01,129E
42421,625132180.00,01,129E
42422,625141390.00,01,529E
42423,625150610.00,01,129E
42424,625159830.00,01,129E
42425,625169040.00,01,129E
42426,625178260.00,01,129E
42427,625187470.00,01,129E
42428,625196360.00,00,784A
42429,625196690.00,01,129E
42430,625204330.00,00,29E1
42431,625205910.00,01,129E
42432,625215130.00,01,129E
42433,625224340.00,01,129E
42434,625233560.00,01,129E
42435,625242770.00,01,129E
42436,625251990.00,01,129F
42437,625256210.00,00,4F89
42438,625261210.00,01,129E
42439,625270400.00,01,253C
42440,625279610.00,01,129E
42441,625288830.00,01,253C
42442,625292070.00,00,53C2
42443,625298050.00,01,253C
42444,625307260.00,01,129E
42445,625315970.00,00,4F09
42446,625316480.00,01,4B9E
42447,625325690.00,01,129E
42448,625334910.00,01,129E
42449,625344130.00,01,4B9E
42450,625353350.00,01,253C
42451,625362560.00,01,129E
42452,625371770.00,01,129E
42453,625380990.00,01,129E
42454,625383700.00,01,E129
42455,625390210.00,01,253C
42456,625399430.00,01,129E
42457,625399640.00,00,53C0
42458,625408640.00,01,129E
42459,625417830.00,01,129E
42460,625419560.00,00,4A
42461,625427050.00,01,129E
42462,625436270.00,01,129E
42463,625445490.00,01,129E
42464,625454700.00,01,129E
42465,625459400.00,01,129E
42466,625463920.00,01,129E
42467,625473130.00,01,129E
42468,625482350.00,01,129E
42469,625491570.00,01,12FE
42470,625500780.00,01,129F
42471,625510000.00,01,129E
42472,625519210.00,01,129F
42473,625528430.00,01,4C9E
42474,625537650.00,01,129E
42475,625546870.00,01,129E
42476,625556080.00,01,129E
42477,625565330.00,01,129E
42478,625574550.00,01,129E
42479,625583760.00,01,139E
42480,625592980.00,01,129E
42481,625602190.00,01,129E
42482,625611410.00,01,129F
42483,625620630.00,01,129E
42484,625629840.00,01,129E
42485,625639060.00,01,129E
42486,625648270.00,01,129E
42487,625657490.00,01,129E
42488,625666710.00,01,129F
42489,625675930.00,01,129E
42490,625685140.00,01,129E
42491,625694360.00,01,129E
42492,625703570.00,01,129E
42493,625712770.00,01,253C
42494,625721980.00,01,129E
42495,625731200.00,01,253C
42496,625740410.00,01,129E
42497,625749630.00,01,129E
42498,625758850.00,01,9D3C
42499,625762290.00,00,3C25
42500,625768060.00,01,129E
42501,625777280.00,01,129E
42502,625786500.00,01,94FC
42503,625795710.00,01,129E
42504,625804930.00,01,253C
42505,625814150.00,01,94FD
42506,625823360.00,01,129E
42507,625832580.00,01,253C
42508,625841790.00,01,129E
42509,625851010.00,01,253C
42510,625854010.00,00,253C
42511,625860260.00,01,129E
42512,625869470.00,01,129E
42513,625878690.00,01,129E
42514,625887910.00,01,253C
42515,625897120.00,01,129E
42516,625901820.00,00,94F
42517,625906340.00,01,129E
42518,625915560.00,01,253C
42519,625924770.00,01,129E
42520,625933990.00,01,253C
42521,625943210.00,01,253C
42522,625945640.00,00,4F09
42523,625952420.00,01,129E
42524,625961640.00,01,253C
42525,625970850.00,01,129E
42526,625980070.00,01,253C
42527,625989290.00,01,253C
42528,625998500.00,01,129E
42529,626007700.00,01,129E
42530,626016910.00,01,129E
42531,626026130.00,01,729E
42532,626035350.00,01,129E
42533,626044560.00,01,129E
42534,626053780.00,01,139E
42535,626062990.00,01,129E
42536,626072210.00,01,129E
42537,626081430.00,01,129E
42538,626090640.00,01,129E
42539,626099860.00,01,129E
42540,626109080.00,01,129E
42541,626118290.00,01,129E
42542,626127510.00,01,129E
42543,626136730.00,01,129E
42544,626145940.00,01,129E
42545,626155190.00,01,129E
42546,626164410.00,01,129E
42547,626173620.00,01,129E
42548,626182840.00,01,129E
42549,626192050.00,01,129E
42550,626201270.00,01,139E
42551,626210490.00,01,129E
42552,626219710.00,01,129E
42553,626228920.00,01,139E
42554,626238140.00,01,129E
42555,626247350.00,01,129E
42556,626256570.00,01,129E
42557,626265790.00,01,129E
42558,626275000.00,01,129F
42559,626284220.00,01,129E
42560,626293430.00,01,129E
42561,626302630.00,01,253C
42562,626311840.00,01,129E
42563,626316340.00,01,E129
42564,626321060.00,01,1A9E
42565,626330270.00,01,129E
42566,626332280.00,00,94F
42567,626339490.00,01,129E
42568,626348710.00,01,343C
42569,626357930.00,01,253C
42570,626367140.00,01,129E
42571,626376360.00,01,129E
42572,626385570.00,01,129E
42573,626394790.00,01,253C
42574,626404010.00,01,129E
42575,626413220.00,01,129E
42576,626422440.00,01,129E
42577,626431650.00,01,129E
42578,626440870.00,01,129E
42579,626450070.00,01,129E
42580,626459280.00,01,129E
42581,626468500.00,01,129E
42582,626477710.00,01,129E
42583,626486930.00,01,129E
42584,626496150.00,01,129E
42585,626505360.00,01,129F
42586,626514580.00,01,129E
42587,626523790.00,01,4A3E
42588,626533010.00,01,129E
42589,626542230.00,01,129E
42590,626551440.00,01,129F
42591,626560660.00,01,129E
42592,626569880.00,01,129E
42593,626579090.00,01,129E
42594,626588310.00,01,129E
42595,626597560.00,01,129E
42596,626606770.00,01,129E
42597,626615990.00,01,339F
42598,626625210.00,01,129E
42599,626634420.00,01,129E
42600,626643640.00,01,129E
42601,626652850.00,01,129E
42602,626662070.00,01,129E
42603,626671290.00,01,4A7E
42604,626680510.00,01,129E
42605,626689720.00,01,129E
42606,626698930.00,01,129E
42607,626708150.00,01,129E
42608,626710860.00,00,E129
42609,626717370.00,01,129E
42610,626726590.00,01,129E
42611,626735800.00,01,129F
42612,626744990.00,01,129E
42613,626754210.00,01,253C
42614,626763430.00,01,353C
42615,626772640.00,01,129E
42616,626781860.00,01,129E
42617,626791070.00,01,4B9E
42618,626800290.00,01,129E
42619,626809510.00,01,253C
42620,626818730.00,01,253C
42621,626827940.00,01,129E
42622,626837160.00,01,129E
42623,626846370.00,01,129E
42624,626855590.00,01,129E
42625,626864810.00,01,253C
42626,626874020.00,01,129E
42627,626883240.00,01,129E
42628,626892490.00,01,253C
42629,626901700.00,01,129E
42630,626910920.00,01,129E
42631,626920140.00,01,253C
42632,626929350.00,01,129E
42633,626938570.00,01,129E
42634,626947790.00,01,253C
42635,626957000.00,01,129E
42636,626966220.00,01,129E
42637,626975430.00,01,129E
42638,626984650.00,01,129E
42639,626993870.00,01,253C
42640,627003080.00,01,129E
42641,627012300.00,01,129E
42642,627013740.00,00,02
42643,627021510.00,01,129E
42644,627030730.00,01,129E
42645,634308230.00,02,00
42646,634309440.00,0E,00
