Id,Time[ns],mbi5264: row1,mbi5264: row2
14772,218523360.00,01,253C
14773,218527690.00,00,3C25
14774,218532570.00,01,529E
14775,218541790.00,01,253C
14776,218551010.00,01,253C
14777,218560220.00,01,1A9E
14778,218569440.00,01,253C
14779,218578650.00,01,129E
14780,218587870.00,01,257C
14781,218597090.00,01,253C
14782,218606300.00,01,129E
14783,218615520.00,01,129E
14784,218624730.00,01,129E
14785,218633930.00,01,129E
14786,218643150.00,01,129E
14787,218652360.00,01,129E
14788,218655270.00,00,129F
14789,218661580.00,01,129E
14790,218667220.00,00,129E
14791,218670790.00,01,129E
14792,218680010.00,01,139F
14793,218689230.00,01,129E
14794,218698440.00,01,129E
14795,218707660.00,01,179E
14796,218716880.00,01,129E
14797,218726090.00,01,129E
14798,218735310.00,01,129E
14799,218744530.00,01,129E
14800,218753740.00,01,129E
14801,218762960.00,01,129E
14802,218772170.00,01,129E
14803,218781420.00,01,129F
14804,218790640.00,01,129E
14805,218799850.00,01,129E
14806,218809070.00,01,129E
14807,218818290.00,01,129E
14808,218827500.00,01,129E
14809,218830660.00,00,29E1
14810,218836720.00,01,129E
14811,218845940.00,01,129E
14812,218855150.00,01,129E
14813,218864370.00,01,129E
14814,218873590.00,01,129E
14815,218882800.00,01,129E
14816,218892020.00,01,139E
14817,218901230.00,01,129E
14818,218910450.00,01,129F
14819,218919670.00,01,129E
14820,218928860.00,01,253C
14821,218938070.00,01,129E
14822,218947290.00,01,129E
14823,218956510.00,01,253C
14824,218965720.00,01,129E
14825,218974940.00,01,129E
14826,218984160.00,01,253C
14827,218993370.00,01,129E
14828,219001980.00,00,53C2
14829,219002590.00,01,253C
14830,219011810.00,01,253C
14831,219021020.00,01,129E
14832,219030240.00,01,253C
14833,219039450.00,01,129E
14834,219048670.00,01,129E
14835,219057890.00,01,253C
14836,219067100.00,01,129E
14837,219076350.00,01,129E
14838,219081750.00,00,E129
14839,219085570.00,01,253C
14840,219094790.00,01,253C
14841,219097690.00,00,94F
14842,219104000.00,01,129E
14843,219113220.00,01,253C
14844,219122430.00,01,129E
14845,219131650.00,01,253C
14846,219140870.00,01,253C
14847,219149480.00,00,53C2
14848,219150080.00,01,129E
14849,219159300.00,01,253C
14850,219168510.00,01,129E
14851,219177730.00,01,499E
14852,219186950.00,01,253C
14853,219196170.00,01,253C
14854,219205380.00,01,129E
14855,219214600.00,01,253C
14856,219223790.00,01,129E
14857,219233010.00,01,129E
14858,219242220.00,01,129F
14859,219251440.00,01,129E
14860,219260650.00,01,129E
14861,219269870.00,01,929E
14862,219279090.00,01,129E
14863,219284940.00,00,29E1
14864,219288310.00,01,129E
14865,219297520.00,01,139E
14866,219306740.00,01,129E
14867,219315950.00,01,129E
14868,219325170.00,01,12FE
14869,219334390.00,01,129E
14870,219343600.00,01,129F
14871,219352820.00,01,129E
14872,219362030.00,01,129E
14873,219371280.00,01,129E
14874,219380500.00,01,129E
14875,219389710.00,01,129E
14876,219398930.00,01,129E
14877,219408150.00,01,129E
14878,219417370.00,01,929E
14879,219426580.00,01,129E
14880,219435800.00,01,129E
14881,219445010.00,01,129E
14882,219454230.00,01,129F
14883,219463450.00,01,129E
14884,219472660.00,01,42DE
14885,219476270.00,00,E129
14886,219481880.00,01,129E
14887,219491090.00,01,129E
14888,219500310.00,01,129E
14889,219509530.00,01,129E
14890,219518720.00,01,129E
14891,219527930.00,01,129E
14892,219537150.00,01,129E
14893,219546370.00,01,253C
14894,219555590.00,01,253C
14895,219564800.00,01,529E
14896,219574020.00,01,253C
14897,219579940.00,00,53C2
14898,219583230.00,01,129E
14899,219592450.00,01,9D3C
14900,219601670.00,01,253C
14901,219610880.00,01,129E
14902,219620100.00,01,253C
14903,219629310.00,01,129E
14904,219638530.00,01,129E
14905,219647750.00,01,129E
14906,219656970.00,01,253C
14907,219666210.00,01,129E
14908,219675430.00,01,253C
14909,219684650.00,01,353C
14910,219693860.00,01,129E
14911,219703080.00,01,253C
14912,219711420.00,00,253C
14913,219712290.00,01,129E
14914,219721510.00,01,129E
14915,219730730.00,01,253C
14916,219739940.00,01,129E
14917,219749160.00,01,129E
14918,219758370.00,01,129E
14919,219767590.00,01,129E
14920,219776810.00,01,253C
14921,219779150.00,00,53C2
14922,219786030.00,01,253C
14923,219795240.00,01,253C
14924,219804460.00,01,253C
14925,219813650.00,01,129E
14926,219822870.00,01,129E
14927,219832080.00,01,129E
14928,219841300.00,01,129E
14929,219850520.00,01,129E
14930,219859730.00,01,129E
14931,219868950.00,01,129E
14932,219878170.00,01,129E
14933,219887380.00,01,129E
14934,219896600.00,01,129E
14935,219905810.00,01,129E
14936,219914700.00,00,784A
14937,219915030.00,01,129F
14938,219922670.00,00,29E1
14939,219924250.00,01,129E
14940,219933460.00,01,129E
14941,219942680.00,01,129E
14942,219951890.00,01,129E
14943,219954540.00,00,784A
14944,219961140.00,01,129E
14945,219962510.00,00,01
14946,219970360.00,01,129E
14947,219978450.00,00,E129
14948,219979580.00,01,129E
14949,219988790.00,01,129E
14950,219998010.00,01,129E
14951,220007230.00,01,129E
14952,220016440.00,01,129F
14953,220025660.00,01,139E
14954,220034870.00,01,139E
14955,220044090.00,01,129E
14956,220053310.00,01,129E
14957,220062200.00,00,784A
14958,220062530.00,01,129F
14959,220070170.00,00,29E1
14960,220071740.00,01,129E
14961,220080960.00,01,129E
14962,220090170.00,01,129E
14963,220099390.00,01,129E
14964,220108580.00,01,129E
14965,220117800.00,01,253C
14966,220127010.00,01,129E
14967,220136230.00,01,253C
14968,220145450.00,01,253C
14969,220154660.00,01,129E
14970,220164050.00,01,129E
14971,220173260.00,01,129E
14972,220182480.00,01,339E
14973,220191700.00,01,129E
14974,220200910.00,01,129E
14975,220210130.00,01,129E
14976,220219350.00,01,129E
14977,220225550.00,00,784A
14978,220228560.00,01,129E
14979,220237780.00,01,4A7E
14980,220246990.00,01,129E
14981,220256240.00,01,129E
14982,220265460.00,01,129E
14983,220274670.00,01,129E
14984,220283890.00,01,129E
14985,220293110.00,01,129E
14986,220293280.00,00,94F1
14987,220302330.00,01,129E
14988,220311540.00,01,129E
14989,220320760.00,01,129E
14990,220329970.00,01,329E
14991,220339190.00,01,129E
14992,220348410.00,01,129E
14993,220357620.00,01,4E9F
14994,220366840.00,01,129E
14995,220376050.00,01,129E
14996,220385270.00,01,4E7F
14997,220394490.00,01,129E
14998,220403680.00,01,129E
14999,220408910.00,00,3C25
15000,220412900.00,02,4A78
15001,220422110.00,01,129E
15002,220431330.00,01,253C
15003,220440540.00,01,129E
15004,220444770.00,00,4F09
15005,220449760.00,01,129E
15006,220458980.00,01,253C
15007,220468190.00,01,129E
15008,220477410.00,01,653C
15009,220486630.00,01,253C
15010,220495840.00,01,129E
15011,220500540.00,00,94F
15012,220505060.00,01,129E
15013,220514270.00,01,129E
15014,220523490.00,01,129E
15015,220532710.00,01,129E
15016,220541920.00,01,129E
15017,220551120.00,01,129E
15018,220560330.00,01,129E
15019,220569550.00,01,129E
15020,220578770.00,01,129E
15021,220587980.00,01,129F
15022,220597200.00,01,139E
15023,220606410.00,01,129E
15024,220615630.00,01,129E
15025,220624850.00,01,129E
15026,220634070.00,01,129E
15027,220643280.00,01,129E
15028,220652500.00,01,129E
15029,220661710.00,01,129E
15030,220663980.00,00,29E1
15031,220670930.00,01,129E
15032,220679920.00,00,E129
15033,220680150.00,01,129E
15034,220689360.00,01,129E
15035,220698610.00,01,129E
15036,220707830.00,01,129E
15037,220717040.00,01,129E
15038,220719760.00,00,F129
15039,220726260.00,01,129E
15040,220735480.00,01,129E
15041,220744690.00,01,129E
15042,220753910.00,01,129E
15043,220763130.00,01,129E
15044,220772340.00,01,129E
15045,220781560.00,01,129E
15046,220790770.00,01,129E
15047,220799990.00,01,139E
15048,220809210.00,01,129E
15049,220818420.00,01,129E
15050,220827640.00,01,129E
15051,220836850.00,01,129E
15052,220846050.00,01,253C
15053,220855260.00,01,129E
15054,220855310.00,00,253C
15055,220864480.00,01,129E
15056,220873690.00,01,129E
15057,220875230.00,00,09
15058,220882910.00,01,129E
15059,220892130.00,01,253C
15060,220901350.00,01,253C
15061,220910560.00,01,129E
15062,220919780.00,01,353C
15063,220928990.00,01,129E
15064,220938210.00,01,253C
15065,220947430.00,01,353C
15066,220956640.00,01,129E
15067,220965860.00,01,129E
15068,220975070.00,01,129E
15069,220984290.00,01,129E
15070,220993540.00,01,129E
15071,221002750.00,01,129E
15072,221011970.00,01,129E
15073,221021190.00,01,253C
15074,221030410.00,01,129E
15075,221030610.00,00,53C0
15076,221039620.00,01,129E
15077,221048840.00,01,253C
15078,221058050.00,01,129E
15079,221067270.00,01,A53C
15080,221076490.00,01,253C
15081,221085700.00,01,129E
15082,221090460.00,00,253C
15083,221094920.00,01,253C
15084,221104130.00,01,129E
15085,221113350.00,01,129E
15086,221122570.00,01,253C
15087,221131790.00,01,253C
15088,221140980.00,01,129E
15089,221150190.00,01,129E
15090,221158190.00,00,784A
15091,221159410.00,01,139E
15092,221166160.00,00,29E1
15093,221168630.00,01,129E
15094,221177840.00,01,129E
15095,221187060.00,01,129E
15096,221196270.00,01,129E
15097,221205490.00,01,129E
15098,221214710.00,01,329E
15099,221223930.00,01,129E
15100,221233140.00,01,129E
15101,221242360.00,01,139E
15102,221251570.00,01,129E
15103,221260790.00,01,129F
15104,221270010.00,01,129E
15105,221279220.00,01,129E
15106,221288470.00,01,129E
15107,221297690.00,01,129F
15108,221306900.00,01,129E
15109,221316120.00,01,129E
15110,221325340.00,01,129E
15111,221334550.00,01,129E
15112,221343770.00,01,129E
15113,221352990.00,01,129E
15114,221357490.00,00,E129
15115,221362200.00,01,129F
15116,221371420.00,01,129E
15117,221380630.00,01,129E
15118,221389850.00,01,139E
15119,221399070.00,01,129E
15120,221408280.00,01,129E
15121,221417500.00,01,139E
15122,221426720.00,01,129E
15123,221433180.00,00,94F
15124,221435910.00,01,253C
15125,221445130.00,02,253C
15126,221454340.00,01,129E
15127,221463560.00,01,253C
15128,221472770.00,01,129E
15129,221481990.00,01,253C
15130,221491210.00,01,253C
15131,221500420.00,01,129E
15132,221509640.00,01,253C
15133,221512870.00,00,53C2
15134,221518850.00,01,129E
15135,221528070.00,01,129E
15136,221537290.00,01,129E
15137,221546500.00,01,129E
15138,221555720.00,01,129E
15139,221564940.00,01,129E
15140,221574150.00,01,129E
15141,221583350.00,01,129E
15142,221592560.00,01,129E
15143,221596620.00,00,29F1
15144,221601780.00,01,139E
15145,221610990.00,01,129E
15146,221620210.00,01,129E
15147,221629430.00,01,129E
15148,221638650.00,01,129E
15149,221647860.00,01,129E
15150,221657080.00,01,129E
15151,221666290.00,01,129E
15152,221675510.00,01,129E
15153,221684730.00,01,129E
15154,221693940.00,01,129E
15155,221703160.00,01,139E
15156,221712370.00,01,129E
15157,221721590.00,01,129E
15158,221730840.00,01,129E
15159,221740060.00,01,129E
15160,221749270.00,01,129E
15161,221758490.00,01,129E
15162,221767710.00,01,129E
15163,221776920.00,01,129E
15164,221786140.00,01,129E
15165,221787860.00,00,4A
15166,221795350.00,01,129E
15167,221804570.00,01,129E
15168,221811770.00,00,E129
15169,221813790.00,01,129E
15170,221823000.00,01,129E
15171,221827700.00,01,129E
15172,221832220.00,01,129E
15173,221841430.00,01,129E
15174,221850650.00,01,129E
15175,221859870.00,01,129E
15176,221869080.00,01,129E
15177,221878270.00,01,129E
15178,221887490.00,01,129E
15179,221896710.00,01,253C
15180,221905930.00,01,253C
15181,221915140.00,01,129E
15182,221924360.00,01,1A9E
15183,221931380.00,00,3C25
15184,221933570.00,01,129E
15185,221942790.00,01,253C
15186,221952010.00,01,353C
15187,221961220.00,01,129E
15188,221967240.00,00,4F09
15189,221970440.00,01,129E
15190,221979650.00,01,129E
15191,221988870.00,01,129E
15192,221998090.00,01,253C
15193,222007310.00,01,94FC
15194,222016520.00,01,129E
15195,222025770.00,01,253C
15196,222034980.00,01,129E
15197,222044200.00,01,129E
15198,222053420.00,01,253C
15199,222062630.00,01,129E
15200,222071850.00,01,129E
15201,222081070.00,01,253C
15202,222090280.00,01,129E
15203,222099500.00,01,129E
15204,222108710.00,01,129E
15205,222114740.00,00,4F09
15206,222117930.00,01,129E
15207,222127150.00,01,253C
15208,222136370.00,01,253C
15209,222145580.00,01,129E
15210,222154800.00,01,94FC
15211,222164010.00,01,129E
15212,222173210.00,01,129E
15213,222182420.00,01,129F
15214,222191640.00,01,129E
15215,222200860.00,01,129E
15216,222202390.00,00,09
15217,222210070.00,01,129E
15218,222219290.00,01,129E
15219,222228510.00,01,129E
15220,222237720.00,01,129E
15221,222242230.00,00,E129
15222,222246940.00,01,129E
15223,222256150.00,01,129E
15224,222258170.00,00,129F
15225,222265370.00,01,129F
15226,222274590.00,01,129E
15227,222283800.00,01,129E
15228,222293020.00,01,129E
15229,222302230.00,01,129E
15230,222311450.00,01,129E
15231,222320700.00,01,129E
15232,222329910.00,01,129E
15233,222339130.00,01,129E
15234,222348350.00,01,129E
15235,222357570.00,01,129E
15236,222366780.00,01,129E
15237,222376000.00,01,129E
15238,222385210.00,01,129E
15239,222394430.00,01,339F
15240,222403650.00,01,129E
15241,222412860.00,01,129E
15242,222422080.00,01,139E
15243,222425590.00,00,784A
15244,222431290.00,01,129E
15245,222433560.00,00,29E1
15246,222440510.00,01,129E
15247,222449730.00,01,129E
15248,222458950.00,01,129E
15249,222468140.00,01,253C
15250,222477350.00,01,129E
15251,222486570.00,01,253C
15252,222495790.00,01,253C
15253,222505000.00,01,129E
15254,222514220.00,01,129E
15255,222523430.00,01,129E
15256,222532650.00,01,129E
15257,222541870.00,01,253C
15258,222551080.00,01,129E
15259,222560300.00,01,129E
15260,222569520.00,01,973C
15261,222578730.00,01,129E
15262,222587950.00,01,253C
15263,222597170.00,01,253C
15264,222606380.00,01,129E
15265,222608860.00,00,9E12
15266,222615570.00,01,129E
15267,222624790.00,01,129F
15268,222634010.00,01,129E
15269,222643220.00,01,129E
15270,222652440.00,01,129E
15271,222661660.00,01,129E
15272,222670870.00,01,129E
15273,222672690.00,00,129
15274,222680090.00,01,129E
15275,222688630.00,00,29E1
15276,222689310.00,01,129E
15277,222698520.00,01,129E
15278,222700580.00,00,129E
15279,222707740.00,01,129E
15280,222716950.00,01,129E
15281,222726170.00,01,129E
15282,222735390.00,01,129E
15283,222744600.00,01,129F
15284,222753820.00,01,129E
15285,222763070.00,01,129E
15286,222772290.00,01,129E
15287,222781500.00,01,129E
15288,222790720.00,01,129E
15289,222799930.00,01,129E
15290,222809150.00,01,129E
15291,222818370.00,01,129E
15292,222827580.00,01,129F
15293,222836800.00,01,139E
15294,222846010.00,01,129E
15295,222855230.00,01,129E
15296,222864450.00,01,729E
15297,222873660.00,01,129E
15298,222879960.00,00,E129
15299,222882880.00,01,129E
15300,222892100.00,01,129E
15301,222901310.00,01,129E
15302,222910500.00,01,129E
15303,222919720.00,01,129E
15304,222928940.00,01,253C
15305,222938150.00,01,129E
15306,222947370.00,01,253C
15307,222956590.00,01,353C
15308,222965800.00,01,129E
15309,222975020.00,01,253C
15310,222984230.00,01,129E
15311,222993450.00,01,129E
15312,223002670.00,01,253C
15313,223011880.00,01,129E
15314,223021100.00,01,129E
15315,223030320.00,01,253C
15316,223035340.00,00,53C2
15317,223039530.00,01,129E
15318,223048750.00,01,253C
15319,223058000.00,01,253C
15320,223063230.00,00,3C25
15321,223067210.00,01,253C
15322,223076430.00,01,129E
15323,223085650.00,01,253C
15324,223094860.00,01,129E
15325,223099090.00,00,4F09
15326,223104080.00,01,129E
15327,223113290.00,01,129E
15328,223122510.00,01,129E
15329,223131730.00,01,253C
15330,223140950.00,01,253C
15331,223150160.00,01,129E
15332,223159380.00,01,D73C
15333,223168590.00,01,129E
15334,223177810.00,01,253C
15335,223182840.00,00,53C2
15336,223187030.00,01,973C
15337,223196240.00,01,129E
15338,223202760.00,00,129E
15339,223205430.00,01,129E
15340,223214650.00,01,129E
15341,223223870.00,01,129E
15342,223233090.00,01,129E
15343,223242300.00,01,129E
15344,223251520.00,01,129E
15345,223260730.00,01,129E
15346,223269950.00,01,129E
15347,223279170.00,01,129E
15348,223288380.00,01,129E
15349,223297600.00,01,129E
15350,223306810.00,01,129E
15351,223310330.00,00,784A
15352,223316030.00,01,129E
15353,223318300.00,00,29E1
15354,223325250.00,01,129E
15355,223334470.00,01,129E
15356,223343680.00,01,129E
15357,223352930.00,01,129E
15358,223362140.00,01,129E
15359,223371360.00,01,129E
15360,223374080.00,00,E129
15361,223380580.00,01,129E
15362,223389790.00,01,129E
15363,223399010.00,01,139F
15364,223408230.00,01,129E
15365,223417440.00,01,129E
15366,223426660.00,01,129E
15367,223435870.00,01,129E
15368,223445090.00,01,129E
15369,223454310.00,01,129E
15370,223463530.00,01,129E
15371,223472740.00,01,129E
15372,223481960.00,01,4A7E
15373,223491170.00,01,129E
15374,223500370.00,01,253C
15375,223509580.00,01,129E
15376,223518800.00,01,253C
15377,223528010.00,01,129E
15378,223529550.00,00,09
15379,223537230.00,01,129E
15380,223546450.00,01,253C
15381,223555660.00,01,129E
15382,223564880.00,01,129E
15383,223574090.00,01,129E
15384,223583310.00,01,129E
15385,223585320.00,00,94F
15386,223592530.00,01,253C
15387,223601750.00,01,253C
15388,223610960.00,01,129E
15389,223620180.00,01,129E
15390,223629390.00,01,4B9E
15391,223637210.00,00,4F09
15392,223638610.00,01,253C
15393,223647800.00,01,129E
15394,223657020.00,01,129E
15395,223666230.00,01,129E
15396,223675450.00,01,129E
15397,223684670.00,01,129E
15398,223693890.00,01,129E
15399,223703100.00,01,129E
15400,223712320.00,01,129E
15401,223721530.00,01,139E
15402,223724860.00,00,4F09
15403,223730750.00,01,129F
15404,223739970.00,01,129E
15405,223749180.00,01,129E
15406,223758400.00,01,129E
15407,223764700.00,00,F129
15408,223767610.00,01,129E
15409,223776830.00,01,129E
15410,223786050.00,01,129E
15411,223795300.00,01,129E
15412,223804510.00,01,129E
15413,223812510.00,00,784A
15414,223813730.00,01,129E
15415,223822950.00,01,129E
15416,223832160.00,01,129E
15417,223841380.00,01,129E
15418,223850590.00,01,129E
15419,223859810.00,01,129E
15420,223869030.00,01,329E
15421,223878240.00,01,129E
15422,223887460.00,01,129E
15423,223896680.00,01,139E
15424,223905890.00,01,129E
15425,223915110.00,01,129E
15426,223924330.00,01,129E
15427,223933540.00,01,129E
15428,223942730.00,01,129E
15429,223951950.00,01,253C
15430,223961170.00,01,253C
15431,223970380.00,01,129E
15432,223979600.00,01,129E
15433,223988810.00,01,129E
15434,223998030.00,01,129E
15435,224007250.00,01,253C
15436,224016460.00,01,129E
15437,224025680.00,01,129E
15438,224034900.00,01,253C
15439,224044110.00,01,121E
15440,224053330.00,01,253C
15441,224062550.00,01,253C
15442,224071760.00,01,129E
15443,224080980.00,01,253C
15444,224087500.00,00,94F
15445,224090230.00,01,253C
15446,224099450.00,02,253C
15447,224108660.00,01,129E
15448,224117870.00,01,129E
15449,224127090.00,01,253C
15450,224136310.00,01,253C
15451,224145530.00,01,253C
15452,224154740.00,01,129E
15453,224163960.00,01,173C
15454,224173170.00,01,129E
15455,224175240.00,00,253C
15456,224182390.00,01,253C
15457,224191610.00,01,353C
15458,224200820.00,01,129E
15459,224210040.00,01,253C
15460,224219250.00,01,129E
15461,224228470.00,01,129E
15462,224237670.00,01,129E
15463,224246880.00,01,129E
15464,224250940.00,00,29E1
15465,224256100.00,01,129E
15466,224265310.00,01,129E
15467,224274530.00,01,129E
15468,224283750.00,01,129E
15469,224292960.00,01,129F
15470,224302180.00,01,129E
15471,224311390.00,01,129E
15472,224320610.00,01,129E
15473,224329830.00,01,129E
15474,224339050.00,01,129E
15475,224348260.00,01,129E
15476,224357480.00,01,129E
15477,224366690.00,01,129F
15478,224375910.00,01,129E
15479,224385160.00,01,129E
15480,224394370.00,01,129E
15481,224398440.00,00,29E1
15482,224403590.00,01,139F
15483,224412810.00,01,129E
15484,224422020.00,01,129E
15485,224431240.00,01,129E
15486,224440450.00,01,129E
15487,224442270.00,00,129
15488,224449670.00,01,129E
15489,224458890.00,01,129E
15490,224468110.00,01,129E
15491,224477320.00,01,129E
15492,224486540.00,01,129E
15493,224495750.00,01,129E
15494,224504970.00,01,129E
15495,224514190.00,01,129E
15496,224523400.00,01,129E
15497,224532590.00,01,129E
15498,224541810.00,01,129E
15499,224551030.00,01,253C
15500,224560240.00,01,129E
15501,224569460.00,01,129E
15502,224578670.00,01,129E
15503,224585700.00,00,3C25
15504,224587890.00,01,129E
15505,224597110.00,01,253C
15506,224606330.00,01,253C
15507,224615540.00,01,129E
15508,224624760.00,01,253C
15509,224633970.00,01,129E
15510,224643190.00,01,253C
15511,224652410.00,01,253C
15512,224661620.00,01,4A7E
15513,224670840.00,01,1A9E
15514,224680030.00,01,129E
15515,224681400.00,00,01
15516,224689250.00,01,129E
15517,224697340.00,00,E129
15518,224698470.00,01,129E
15519,224707680.00,01,129E
15520,224716900.00,01,129E
15521,224725230.00,00,129E
15522,224726110.00,01,129E
15523,224735330.00,01,129E
15524,224744550.00,01,129E
15525,224753760.00,01,129F
15526,224762980.00,01,129E
15527,224772190.00,01,129E
15528,224781410.00,01,139E
15529,224790630.00,01,129E
15530,224799850.00,01,129E
15531,224809060.00,01,4B7E
15532,224818280.00,01,129E
15533,224827530.00,01,129E
15534,224836740.00,01,129F
15535,224845960.00,01,129E
15536,224855170.00,01,129E
15537,224856710.00,00,09
15538,224864390.00,01,129F
15539,224873610.00,01,129E
15540,224882820.00,01,129E
15541,224892040.00,01,129E
15542,224896550.00,00,E129
15543,224901250.00,01,129E
15544,224910470.00,01,129E
15545,224919690.00,01,129E
15546,224928910.00,01,129E
15547,224938120.00,01,129E
15548,224947340.00,01,129E
15549,224956550.00,01,129E
15550,224965770.00,01,129F
15551,224974960.00,01,129E
15552,224976320.00,01,01
15553,224984180.00,01,253C
15554,224993390.00,01,129E
15555,225002610.00,01,129E
15556,225011830.00,01,253C
15557,225016160.00,00,3C25
15558,225021040.00,01,129E
15559,225030260.00,01,129E
15560,225039470.00,01,129E
15561,225048690.00,01,1A9E
15562,225052020.00,00,4F09
15563,225057910.00,01,253C
15564,225067130.00,01,253C
15565,225076340.00,01,1A9E
15566,225085560.00,01,253C
15567,225094770.00,01,129E
15568,225103990.00,01,129E
15569,225113210.00,01,253C
15570,225122450.00,01,129E
15571,225131670.00,01,129E
15572,225140890.00,01,253C
15573,225150100.00,01,129E
15574,225159320.00,01,129E
15575,225168540.00,01,253C
15576,225177750.00,01,129E
15577,225186970.00,01,253C
15578,225196190.00,01,353C
15579,225199520.00,00,4F0D
15580,225205400.00,01,129E
15581,225214620.00,01,253C
15582,225223830.00,01,129E
15583,225233050.00,01,129E
15584,225242270.00,01,253C
15585,225251480.00,01,129E
15586,225260700.00,01,129E
15587,225269890.00,01,129E
15588,225279110.00,01,129E
15589,225288330.00,01,129E
15590,225297540.00,01,129E
15591,225306760.00,01,129E
15592,225315970.00,01,129E
15593,225325190.00,01,129E
15594,225327010.00,00,129
15595,225334410.00,01,129E
15596,225342950.00,00,29E1
15597,225343620.00,01,129E
15598,225352840.00,01,129E
15599,225354900.00,00,129E
15600,225362060.00,01,129E
15601,225371270.00,01,129E
15602,225380490.00,01,129E
15603,225389710.00,01,129E
15604,225398920.00,01,129E
15605,225408140.00,01,129E
15606,232685240.00,02,00
15607,232686450.00,0E,00
15608,232695000.00,17,9001
15609,232713680.00,01,253C
15610,232715320.00,00,25
15611,232722890.00,01,129E
15612,232732110.00,01,253C
15613,232741330.00,01,253C
15614,232750540.00,01,129E
15615,232759150.00,00,53C2
15616,232759760.00,01,973C
15617,232768970.00,01,129E
15618,232778190.00,01,129E
15619,232787410.00,01,253C
15620,232796620.00,01,129E
15621,232805840.00,01,129E
15622,232815060.00,01,94FC
15623,232824270.00,01,129E
15624,232833490.00,01,253C
15625,232842710.00,01,253C
15626,232851920.00,01,129E
15627,232861170.00,01,253C
15628,232870390.00,01,253C
15629,232878670.00,00,94F
15630,232879600.00,01,129E
15631,232888820.00,01,253C
15632,232898030.00,01,129E
15633,232907250.00,01,129E
15634,232916470.00,01,253C
15635,232925690.00,01,253C
15636,232934900.00,01,129E
15637,232944120.00,01,253C
15638,232953330.00,01,129E
15639,232962550.00,01,253C
15640,232971770.00,01,253C
15641,232980980.00,01,129E
15642,232982350.00,00,01
15643,232990200.00,01,129E
15644,232999410.00,01,129E
15645,233008610.00,01,129E
15646,233017830.00,01,129E
15647,233027040.00,01,929E
15648,233034140.00,00,784A
15649,233036260.00,01,129E
15650,233042110.00,00,29E1
15651,233045470.00,01,129E
15652,233054690.00,01,129E
15653,233063910.00,01,129E
15654,233073120.00,01,129E
15655,233082340.00,01,4B1E
15656,233091550.00,01,129E
15657,233100770.00,01,129E
15658,233109990.00,01,12DE
15659,233119210.00,01,129E
15660,233128420.00,01,129E
15661,233137640.00,01,129E
15662,233146850.00,01,129E
15663,233156100.00,01,129E
15664,233165320.00,01,129E
15665,233174530.00,01,129E
15666,233183750.00,01,129F
15667,233192970.00,01,129E
15668,233202180.00,01,129E
15669,233211400.00,01,129E
15670,233220610.00,01,129E
15671,233229830.00,01,12DE
15672,233233440.00,00,E129
15673,233239050.00,01,129E
15674,233248270.00,01,129E
15675,233257480.00,01,129E
15676,233266700.00,01,129E
15677,233275910.00,01,129E
15678,233285130.00,01,129E
15679,233294350.00,01,129E
15680,233303540.00,01,253C
15681,233312750.00,01,129E
15682,233321970.00,01,253C
15683,233331190.00,01,253C
15684,233340400.00,01,129E
15685,233349620.00,01,129E
15686,233358830.00,01,129E
15687,233368050.00,01,129E
15688,233376870.00,00,3C25
15689,233377270.00,01,129E
15690,233386490.00,01,253C
15691,233388820.00,00,53C2
15692,233395700.00,01,129E
15693,233404920.00,01,253C
15694,233414130.00,01,129E
15695,233423350.00,01,253C
15696,233432570.00,01,129E
15697,233441780.00,01,129E
15698,233451030.00,01,253C
15699,233452570.00,00,09
15700,233460250.00,01,253C
15701,233469460.00,01,129E
15702,233478680.00,01,129E
15703,233487900.00,01,253C
15704,233497110.00,01,129E
15705,233506330.00,01,253C
15706,233515550.00,01,253C
15707,233524760.00,01,129E
15708,233533980.00,01,253C
15709,233536320.00,00,53C2
15710,233543190.00,01,129E
15711,233552410.00,01,253C
15712,233560220.00,00,4F09
15713,233561630.00,01,253C
15714,233570840.00,01,129E
15715,233580060.00,01,253C
15716,233589270.00,01,129E
15717,233598470.00,01,129E
15718,233607690.00,01,129E
15719,233616900.00,01,129E
15720,233626120.00,01,129E
15721,233635330.00,01,129E
15722,233644550.00,01,139F
15723,233653770.00,01,129E
15724,233662980.00,01,129E
15725,233672200.00,01,129E
15726,233681420.00,01,129E
15727,233690630.00,01,129E
15728,233699850.00,01,129E
15729,233709070.00,01,129E
15730,233718280.00,01,129E
15731,233727500.00,01,129E
15732,233736710.00,01,129E
15733,233745910.00,01,253C
15734,233755120.00,01,129E
15735,233764340.00,01,353C
15736,233773550.00,01,129E
15737,233782770.00,01,129E
15738,233791990.00,01,973C
15739,233801200.00,01,129E
15740,233807330.00,00,3C25
15741,233810420.00,01,129E
15742,233819640.00,01,973C
15743,233828850.00,01,129E
15744,233838070.00,01,253C
15745,233843190.00,00,4F09
15746,233847290.00,01,253C
15747,233856500.00,01,129E
15748,233865720.00,01,253C
15749,233874930.00,01,129E
15750,233884150.00,01,129E
15751,233893400.00,01,129E
15752,233902610.00,01,129E
15753,233911830.00,01,129E
15754,233921050.00,01,253C
15755,233930260.00,01,129E
15756,233939480.00,01,129E
15757,233948700.00,01,253C
15758,233957910.00,01,129E
15759,233967130.00,01,253C
15760,233976350.00,01,253C
15761,233985560.00,01,129E
15762,233990690.00,00,4F09
15763,233994780.00,01,4A7E
